employee_id,first_name,last_name,gender,state,city,education_level,birthdate,hiredate,termdate,department,job_title,salary,performance_rating,overtime
00-40094589,Nitara,Vala,Female,Gujarat,Vadodara,Bachelor,3/10/1982,2/15/2022,8/14/2022,IT,IT Support Specialist,255313,Excellent,Yes
00-14164775,Rohan,Kulkarni,Male,Maharashtra,Pune,Bachelor,6/13/1976,4/22/2024,10/19/2024,Finance,Accountant,457086,Satisfactory,No
00-12735359,Yuvraj ,Gade,Female,Madhya Pradesh,Gwalior,Bachelor,1/18/1994,5/27/2021,11/23/2021,Sales,Sales Representative,246092,Satisfactory,No
00-73560289,Ritvik,Malhotra,Female,Maharashtra,Nagpur,High School,6/4/1986,2/16/2022,8/15/2022,Customer Service,Help Desk Technician,286075,Good,No
00-72415804,Aaina,Salvi,Male,Maharashtra,Mumbai,PhD,9/25/1964,12/9/2022,6/7/2023,Sales,Sales Specialist,304007,Good,Yes
00-91321540,Parinaaz,Shere,Male,Madhya Pradesh,Indore,Bachelor,10/21/1978,11/25/2021,5/24/2022,Operations,Inventory Specialist,390759,Satisfactory,No
00-25372341,Mannat,Mane,Female,Gujarat,Surat,Bachelor,2/22/1996,4/20/2023,10/17/2023,Sales,Sales Representative,302557,Satisfactory,Yes
00-24508768,Ira,Thaman,Female,Maharashtra,Mumbai,PhD,1/7/1995,1/1/2020,9/19/2024,Finance,Financial Analyst,528638,Good,Yes
00-60372847,Reyansh,Cheema,Male,Madhya Pradesh,Bhopal,Bachelor,1/14/1997,6/6/2019,4/11/2023,Operations,Logistics Coordinator,314789,Good,Yes
00-20200074,Kavya,Raman,Male,Maharashtra,Mumbai,Bachelor,11/12/1984,8/26/2020,2/22/2021,Operations,Inventory Specialist,369389,Satisfactory,Yes
00-23676961,Anahita,Kant,Male,Madhya Pradesh,Indore,Bachelor,1/6/2000,6/10/2022,12/7/2022,IT,System Administrator,783972,Needs Improvement,No
00-90585882,Lakshit,Kumer,Female,Madhya Pradesh,Bhopal,PhD,12/10/1989,6/22/2023,12/19/2023,Sales,Sales Specialist,662836,Satisfactory,No
00-15512205,Yashvi,Shah,Male,Maharashtra,Mumbai,Bachelor,12/11/1980,3/3/2018,9/22/2021,IT,IT Support Specialist,251341,Good,No
00-59737181,Dharmajan,Dhar,Male,Maharashtra,Pune,Master,7/12/1968,7/7/2016,6/29/2017,IT,System Administrator,514914,Good,Yes
00-11698142,Myra,Rao,Female,Rajasthan,Jaipur,Bachelor,3/27/2002,5/3/2023,10/30/2023,IT,System Administrator,388730,Satisfactory,No
00-68186525,Suhana,Dalal,Male,Maharashtra,Pune,Bachelor,8/24/1990,9/2/2024,3/1/2025,Finance,Financial Analyst,1025100,Satisfactory,No
00-71705170,Mamooty,Swaminathan,Male,Maharashtra,Mumbai,Bachelor,6/24/1982,3/14/2022,9/10/2022,Sales,Sales Representative,306331,Good,No
00-80027662,Anay,Bajaj,Female,Maharashtra,Nagpur,High School,4/26/1981,3/30/2024,9/26/2024,HR,Recruiter,485437,Satisfactory,Yes
00-82232344,Anika,Ramaswamy,Male,Maharashtra,Nagpur,PhD,7/28/1972,11/6/2023,5/4/2024,Sales,Sales Specialist,544408,Satisfactory,Yes
00-89520597,Devansh,Kari,Male,Maharashtra,Nagpur,High School,4/7/1999,5/31/2017,5/26/2022,IT,IT Support Specialist,280041,Needs Improvement,No
00-21631697,Mohanlal,Mani,Male,Maharashtra,Pune,Bachelor,4/20/1992,3/12/2017,12/20/2021,Customer Service,Support Specialist,380511,Good,No
00-72372114,Rasha,Handa,Male,Maharashtra,Nagpur,Master,10/12/1967,6/29/2020,12/26/2020,Operations,Operations Manager,1425882,Excellent,No
00-55150390,Nirvaan,Borah,Male,Maharashtra,Nagpur,Bachelor,1/29/1981,8/27/2015,1/4/2018,Sales,Sales Consultant,502334,Good,No
00-75437844,Aarush,Warrior,Male,Maharashtra,Mumbai,PhD,5/2/1979,10/1/2017,5/30/2019,Sales,Sales Specialist,416147,Good,No
00-47535126,Trisha,Wali,Male,Karnataka,Mysuru,High School,9/16/1981,2/8/2023,8/7/2023,HR,Recruiter,349801,Satisfactory,No
00-84597009,Aarna,Choudhary,Male,Maharashtra,Mumbai,High School,3/9/1975,3/6/2015,11/14/2021,Marketing,Content Creator,532354,Satisfactory,No
00-42394260,Rasha,Lad,Male,Maharashtra,Pune,PhD,5/14/1978,6/19/2022,12/16/2022,Sales,Sales Specialist,395583,Good,No
00-42255732,Ivana,Dash,Female,Maharashtra,Pune,Master,2/6/2004,11/30/2022,9/3/2023,IT,Software Developer,704596,Good,No
00-75876924,Gatik,Kari,Female,Maharashtra,Mumbai,Bachelor,12/22/1972,2/18/2019,4/5/2023,Marketing,Marketing Coordinator,614567,Satisfactory,No
00-49491631,Anahi,Sama,Female,Bihar,Patna,Bachelor,2/3/1985,7/13/2017,9/21/2022,Finance,Accountant,374444,Good,No
00-51098277,Jhanvi,Rajan,Male,Maharashtra,Nagpur,Bachelor,7/8/1986,4/26/2022,10/23/2022,Finance,Accountant,373127,Satisfactory,No
00-84285882,Tanya,Walla,Male,Maharashtra,Pune,Master,9/7/1987,6/10/2020,11/11/2021,Operations,Operations Analyst,338735,Satisfactory,Yes
00-83871890,Saira,Walla,Female,Maharashtra,Nagpur,PhD,12/31/1992,7/3/2018,12/30/2018,Sales,Sales Specialist,738097,Good,Yes
00-46361787,Ira,Kapoor,Male,Maharashtra,Nagpur,Bachelor,10/28/2000,11/23/2018,4/6/2024,Finance,Accounts Payable Specialist,558258,Good,No
00-35848226,Shanaya,Venkataraman,Male,Bihar,Bhagalpur,Bachelor,5/6/1979,6/22/2018,3/2/2021,Customer Service,Help Desk Technician,415579,Needs Improvement,Yes
00-34850391,Pranay,Sheth,Female,Madhya Pradesh,Bhopal,Bachelor,9/30/1962,3/31/2017,8/20/2019,Sales,Sales Consultant,345876,Satisfactory,Yes
00-47111151,Navya,Devi,Female,Maharashtra,Mumbai,Bachelor,6/21/1971,10/6/2022,4/4/2023,IT,Software Developer,662034,Satisfactory,No
00-47983442,Elakshi,Kibe,Female,Gujarat,Surat,Bachelor,8/11/1972,8/16/2024,2/12/2025,Customer Service,Help Desk Technician,386716,Good,No
00-40532273,Raghav,Kannan,Female,Tamil Nadu,Chennai,High School,3/22/2001,1/29/2018,7/28/2018,Marketing,SEO Specialist,574355,Needs Improvement,No
00-81690398,Reyansh,Dalal,Female,Maharashtra,Nagpur,PhD,4/20/1991,4/9/2016,12/6/2019,Sales,Sales Specialist,721538,Good,No
00-84270583,Samar,Warrior,Female,Maharashtra,Pune,Bachelor,12/15/1965,7/16/2017,7/19/2023,Sales,Sales Representative,421656,Excellent,No
00-75884623,Hiran,Borra,Female,Uttar Pradesh,Lucknow,Bachelor,3/15/1970,3/25/2016,5/12/2017,Marketing,Marketing Coordinator,405079,Excellent,No
00-48163378,Rania,Bose,Male,Rajasthan,Udaipur,Bachelor,11/10/1980,9/15/2019,3/13/2020,Operations,Logistics Coordinator,441872,Good,No
00-34744872,Chirag,Johal,Male,Maharashtra,Mumbai,Bachelor,1/14/1967,5/28/2024,11/24/2024,Operations,Logistics Coordinator,424424,Needs Improvement,No
00-74119726,Hrishita,Kaul,Male,Maharashtra,Mumbai,High School,6/1/1988,5/31/2016,8/8/2018,Operations,Inventory Specialist,326495,Satisfactory,No
00-76001106,Lagan,Thaman,Female,Maharashtra,Pune,Bachelor,11/14/1970,6/2/2016,9/10/2023,Customer Service,Customer Service Representative,411473,Satisfactory,Yes
00-17195288,Trisha,Master,Male,Maharashtra,Mumbai,High School,2/4/2004,12/11/2017,6/9/2018,IT,IT Support Specialist,245103,Satisfactory,Yes
00-21432787,Akarsh,Varty,Female,Maharashtra,Mumbai,PhD,9/5/1974,11/17/2024,5/16/2025,Sales,Sales Consultant,488012,Good,No
00-65857931,Kashvi,Gupta,Male,Maharashtra,Mumbai,Bachelor,7/24/1993,6/23/2021,12/20/2021,IT,Software Developer,1013872,Good,Yes
00-80138498,Sumer,Dixit,Male,Maharashtra,Nagpur,Bachelor,10/9/1980,10/2/2018,9/14/2024,Finance,Accountant,386245,Good,No
00-88990506,Aaina,Luthra,Male,Maharashtra,Nagpur,Bachelor,8/1/1983,9/29/2024,3/28/2025,Operations,Inventory Specialist,350665,Good,Yes
00-93352876,Inaaya ,Sura,Male,Maharashtra,Pune,Bachelor,12/25/1979,8/8/2016,5/14/2021,Operations,Inventory Specialist,390727,Satisfactory,No
00-37888820,Madhup,Kohli,Female,Madhya Pradesh,Gwalior,Bachelor,6/3/1990,3/21/2021,9/17/2021,Operations,Logistics Coordinator,320536,Good,No
00-20896797,Adira,Kibe,Male,Maharashtra,Nagpur,Bachelor,10/16/1982,1/11/2017,7/10/2017,Marketing,Marketing Coordinator,446572,Satisfactory,No
00-20075036,Shayak,Sami,Male,Maharashtra,Mumbai,Bachelor,7/18/1988,9/5/2017,10/9/2020,Customer Service,Support Specialist,379196,Excellent,No
00-89699989,Yuvaan,Sengupta,Female,Maharashtra,Pune,Master,6/29/1984,3/2/2019,10/15/2021,IT,System Administrator,496970,Needs Improvement,No
00-48668783,Anahita,Bhatt,Female,Bihar,Gaya,Bachelor,8/31/2003,12/23/2022,12/4/2023,Sales,Sales Representative,388357,Satisfactory,No
00-70939053,Hazel,Arya,Male,Maharashtra,Mumbai,Bachelor,9/2/1978,11/27/2016,10/21/2021,Customer Service,Customer Service Representative,280997,Needs Improvement,No
00-93893865,Kiara,Manda,Female,Madhya Pradesh,Gwalior,Bachelor,5/23/1975,8/29/2020,6/11/2022,Operations,Logistics Coordinator,473225,Excellent,No
00-25405014,Dharmajan,Rout,Female,Maharashtra,Mumbai,Bachelor,7/3/1970,6/5/2020,10/28/2023,Customer Service,Customer Service Representative,421360,Good,No
00-45652586,Anahi,Chand,Female,Maharashtra,Pune,High School,5/18/1966,1/19/2023,4/20/2024,Customer Service,Customer Service Representative,230989,Satisfactory,No
00-32269779,Vaibhav,Gade,Male,Maharashtra,Mumbai,Bachelor,9/2/1999,3/19/2023,9/15/2023,Marketing,SEO Specialist,526264,Good,No
00-86397676,Shaan,Ganguly,Female,Maharashtra,Pune,Bachelor,2/13/1972,10/4/2024,4/2/2025,Customer Service,Support Specialist,251492,Satisfactory,No
00-72907576,Vaibhav,Dewan,Female,Maharashtra,Nagpur,PhD,9/23/1967,10/1/2022,3/30/2023,Marketing,Marketing Manager,1147418,Good,Yes
00-46540265,Aaina,Date,Male,Madhya Pradesh,Indore,Bachelor,5/11/1997,10/31/2020,11/17/2023,Operations,Logistics Coordinator,596088,Satisfactory,Yes
00-20796722,Anaya,Andra,Male,Maharashtra,Pune,Master,6/19/1997,9/30/2020,3/29/2021,Sales,Sales Specialist,397839,Good,Yes
00-53261270,Baiju,Gill,Male,Maharashtra,Nagpur,High School,5/27/1985,3/23/2021,9/19/2021,Operations,Inventory Specialist,310383,Excellent,No
00-40725714,Darshit,Sridhar,Female,Maharashtra,Pune,Bachelor,5/26/1981,12/15/2024,6/13/2025,Customer Service,Help Desk Technician,293252,Needs Improvement,No
00-12784407,Arnav,Shroff,Male,Maharashtra,Nagpur,Bachelor,2/21/1978,1/12/2024,7/10/2024,IT,Software Developer,963150,Good,No
00-46173157,Nishith,Chaudhry,Female,Maharashtra,Nagpur,High School,12/29/1959,11/2/2020,8/12/2022,Customer Service,Customer Service Representative,368719,Satisfactory,No
00-79654147,Misha,Bose,Female,Rajasthan,Jodhpur,Bachelor,2/16/1982,3/28/2022,9/24/2022,Operations,Operations Analyst,441372,Excellent,No
00-88561612,Anika,Sami,Female,Maharashtra,Mumbai,Bachelor,6/1/1986,2/11/2019,8/10/2019,Sales,Sales Representative,510929,Satisfactory,Yes
00-73083727,Madhav,Kaul,Female,Maharashtra,Nagpur,Bachelor,7/6/1989,9/12/2018,3/11/2019,IT,Software Developer,716049,Good,Yes
00-99943797,Tiya,Gour,Male,Maharashtra,Mumbai,Bachelor,7/4/1970,3/2/2016,3/21/2021,Marketing,Marketing Coordinator,725133,Satisfactory,No
00-65250068,Mahika,Shenoy,Female,Maharashtra,Mumbai,High School,10/24/1992,9/19/2022,3/18/2023,Operations,Inventory Specialist,357560,Good,No
00-63747791,Vanya,Tank,Male,Maharashtra,Nagpur,Bachelor,1/15/1988,3/1/2023,8/28/2023,Operations,Logistics Coordinator,570460,Satisfactory,Yes
00-71045700,Sahil,Bhagat,Female,Maharashtra,Nagpur,Bachelor,9/21/1972,7/30/2016,11/16/2018,IT,Software Developer,637709,Good,No
00-25558733,Sahil,Mani,Male,Maharashtra,Nagpur,Bachelor,3/26/1989,9/4/2024,3/3/2025,IT,Software Developer,1114984,Good,No
00-79067939,Uthkarsh,Issac,Male,Maharashtra,Pune,Bachelor,9/12/1978,12/9/2023,6/6/2024,Sales,Sales Representative,316095,Good,No
00-82825679,Kiaan,Barad,Female,Maharashtra,Mumbai,High School,3/16/1995,8/4/2019,1/31/2020,Customer Service,Customer Service Representative,357644,Excellent,Yes
00-79583757,Mishti,Dara,Female,Maharashtra,Mumbai,Bachelor,7/11/1973,2/7/2018,3/22/2020,Marketing,SEO Specialist,376244,Satisfactory,Yes
00-69329732,Trisha,Dora,Male,Maharashtra,Mumbai,High School,8/9/1998,11/6/2022,5/5/2023,Customer Service,Support Specialist,303988,Good,No
00-83715012,Kismat,Swaminathan,Female,Uttar Pradesh,Lucknow,Bachelor,9/24/1969,2/14/2017,11/28/2020,Operations,Logistics Coordinator,381705,Satisfactory,No
00-75056916,Jivika,Srinivas,Male,Maharashtra,Nagpur,High School,10/1/1977,1/15/2016,1/20/2022,Customer Service,Help Desk Technician,470451,Satisfactory,Yes
00-42117961,Hazel,Kala,Male,Maharashtra,Mumbai,Bachelor,1/19/1982,8/29/2022,2/25/2023,Operations,Operations Analyst,573435,Good,No
00-11835355,Darshit,Kulkarni,Female,Maharashtra,Mumbai,High School,5/29/1995,8/24/2020,11/7/2021,HR,HR Assistant,310320,Satisfactory,No
00-25228493,Abram,Vala,Female,Rajasthan,Udaipur,Bachelor,8/20/2002,6/2/2019,11/29/2019,Operations,Inventory Specialist,276769,Needs Improvement,Yes
00-30665654,Ayesha,Bera,Male,Maharashtra,Nagpur,Bachelor,4/15/1975,6/7/2020,12/4/2020,Operations,Logistics Coordinator,368144,Needs Improvement,No
00-78299645,Taran,Ravi,Male,Maharashtra,Nagpur,High School,5/17/1990,11/21/2022,5/20/2023,Customer Service,Support Specialist,290268,Satisfactory,Yes
00-74759996,Amira,Sathe,Male,Maharashtra,Mumbai,Bachelor,7/23/1996,2/25/2024,8/23/2024,Operations,Inventory Specialist,331441,Needs Improvement,Yes
00-83989546,Jayesh,Sha,Male,Madhya Pradesh,Bhopal,High School,11/23/1963,7/9/2017,7/15/2021,Customer Service,Support Specialist,405352,Good,No
00-78214937,Nehmat,Deshmukh,Female,Maharashtra,Mumbai,Bachelor,11/7/1975,8/13/2022,2/9/2023,Sales,Sales Representative,490843,Satisfactory,No
00-19369750,Heer,Soman,Female,Madhya Pradesh,Indore,Bachelor,5/18/1972,6/25/2017,4/23/2019,Sales,Sales Representative,339196,Satisfactory,No
00-78147397,Adira,Tella,Male,Madhya Pradesh,Gwalior,High School,2/13/1999,9/24/2017,3/23/2018,Marketing,Content Creator,500634,Good,No
00-50071487,Priyansh,Edwin,Male,Maharashtra,Pune,Master,3/20/1994,11/7/2023,5/5/2024,Sales,Sales Consultant,576265,Good,Yes
00-75718414,Dhruv,Dewan,Male,Uttar Pradesh,Lucknow,PhD,8/20/1994,11/17/2023,5/15/2024,Sales,Sales Specialist,338369,Satisfactory,Yes
00-75007200,Nirvaan,Sheth,Female,Maharashtra,Mumbai,High School,6/20/1983,6/19/2018,5/6/2021,Customer Service,Support Specialist,288357,Needs Improvement,No
00-82937948,Manjari,Sami,Male,Gujarat,Ahmedabad,Bachelor,11/10/1969,5/18/2018,7/2/2020,Operations,Logistics Coordinator,591705,Good,No
00-35320492,Aniruddh,Kota,Male,Gujarat,Surat,Bachelor,1/17/1985,11/6/2024,5/5/2025,Operations,Logistics Coordinator,476639,Good,No
00-61401477,Jivin,Kohli,Female,Maharashtra,Mumbai,Bachelor,1/10/1995,3/19/2017,6/30/2018,Customer Service,Customer Service Representative,321356,Excellent,No
00-52704903,Yasmin,Dayal,Male,Madhya Pradesh,Indore,Bachelor,11/25/1974,5/4/2022,10/31/2022,Sales,Sales Representative,305264,Good,Yes
00-61167978,Kimaya,Sarna,Male,Maharashtra,Mumbai,Bachelor,11/2/1983,11/17/2018,1/2/2024,IT,System Administrator,502271,Good,No
00-97512508,Ivana,Ahluwalia,Male,Maharashtra,Pune,PhD,3/16/1989,7/7/2024,1/3/2025,Sales,Sales Consultant,428019,Good,No
00-26944487,Kanav,Basak,Male,Maharashtra,Mumbai,PhD,1/9/1997,3/29/2020,9/25/2020,Sales,Sales Specialist,453380,Satisfactory,No
00-23470708,Yuvraj ,Konda,Male,Maharashtra,Nagpur,High School,1/28/1984,7/22/2023,1/18/2024,Operations,Inventory Specialist,433665,Satisfactory,Yes
00-80591959,Nakul,Sant,Male,Maharashtra,Nagpur,Bachelor,11/22/1971,6/22/2024,12/19/2024,Operations,Logistics Coordinator,550558,Good,No
00-29348212,Riya,Korpal,Male,Maharashtra,Pune,Master,3/4/1973,6/13/2019,12/10/2019,Sales,Sales Consultant,603970,Good,No
00-20043277,Advik,Batra,Male,Maharashtra,Mumbai,Bachelor,8/28/1988,4/18/2019,10/15/2019,Sales,Sales Representative,350105,Needs Improvement,No
00-93652460,Yuvaan,Saraf,Female,Bihar,Patna,Bachelor,5/25/1975,3/30/2022,3/1/2024,Customer Service,Support Specialist,297922,Satisfactory,Yes
00-54099326,Nitara,Mannan,Male,Madhya Pradesh,Bhopal,Bachelor,6/11/1972,5/15/2023,11/11/2023,Marketing,SEO Specialist,810388,Excellent,Yes
00-52501540,Ishita,Lanka,Female,Maharashtra,Mumbai,Bachelor,2/13/1987,5/6/2021,11/2/2021,Sales,Sales Consultant,745869,Good,No
00-82613940,Shanaya,Maharaj,Male,Maharashtra,Pune,Bachelor,4/7/1998,5/1/2015,1/31/2017,Marketing,SEO Specialist,559527,Needs Improvement,No
00-94712997,Rati,Karan,Male,Maharashtra,Mumbai,Bachelor,6/3/1999,4/9/2022,10/6/2022,IT,System Administrator,517701,Satisfactory,Yes
00-22130508,Ojas,D’Alia,Male,Maharashtra,Nagpur,High School,4/30/1978,2/13/2019,8/12/2019,Operations,Inventory Specialist,365722,Good,No
00-95060193,Kartik,Dugar,Male,Maharashtra,Nagpur,Master,1/15/1974,2/13/2022,8/12/2022,Sales,Sales Consultant,317049,Excellent,No
00-32329103,Heer,Singh,Female,Maharashtra,Nagpur,High School,8/24/1995,9/9/2022,4/16/2024,Customer Service,Support Specialist,275874,Good,No
00-53536830,Kartik,Chokshi,Male,Maharashtra,Nagpur,Bachelor,2/28/1993,9/26/2023,3/24/2024,Operations,Logistics Coordinator,599274,Excellent,No
00-60310319,Raghav,Sengupta,Male,Gujarat,Surat,Master,11/24/1998,8/3/2019,1/30/2020,Operations,Operations Analyst,488017,Satisfactory,No
00-65304649,Tara,Lala,Female,Maharashtra,Pune,Master,3/7/1985,8/5/2020,2/1/2021,Operations,Operations Analyst,485071,Good,No
00-33497411,Divyansh,Thaman,Male,Maharashtra,Nagpur,Master,2/19/2002,3/11/2016,3/15/2024,IT,System Administrator,681217,Satisfactory,No
00-42323627,Manikya,Gole,Female,Maharashtra,Nagpur,PhD,11/18/1966,3/6/2020,11/17/2024,Sales,Sales Specialist,654171,Good,No
00-41163805,Abram,Sathe,Male,Bihar,Patna,Bachelor,2/2/1986,7/14/2019,1/10/2020,Sales,Sales Representative,477281,Excellent,Yes
00-44269370,Raghav,Bajaj,Male,Gujarat,Ahmedabad,Master,3/9/1972,12/21/2022,6/19/2023,IT,Software Developer,705894,Satisfactory,No
00-83363160,Ishita,Dhingra,Female,Maharashtra,Pune,Bachelor,4/16/1995,9/11/2017,4/21/2019,Sales,Sales Consultant,516293,Satisfactory,No
00-88862539,Gokul,Ray,Female,Maharashtra,Pune,Bachelor,12/20/1977,11/13/2017,2/17/2021,IT,IT Support Specialist,432371,Excellent,Yes
00-43567615,Ayesha,Behl,Female,Maharashtra,Mumbai,Bachelor,12/25/1994,11/14/2019,5/12/2020,Sales,Sales Consultant,850235,Good,No
00-61632653,Kaira,Dhar,Male,Maharashtra,Mumbai,High School,2/16/1998,6/20/2023,12/17/2023,Operations,Inventory Specialist,350276,Good,Yes
00-61185849,Advika,Garde,Female,Madhya Pradesh,Gwalior,Bachelor,1/31/1961,3/8/2020,1/3/2021,Sales,Sales Representative,472169,Needs Improvement,Yes
00-49625201,Baiju,Date,Male,Madhya Pradesh,Indore,Bachelor,2/16/1998,12/9/2015,1/12/2020,Operations,Operations Analyst,782793,Good,No
00-46840133,Anvi,Bhandari,Male,Bihar,Gaya,PhD,1/8/1967,10/27/2015,5/29/2024,Finance,Financial Analyst,634009,Satisfactory,No
00-16582607,Yakshit,Korpal,Female,Maharashtra,Mumbai,PhD,10/13/1993,1/28/2024,7/26/2024,Sales,Sales Specialist,709216,Good,No
00-48412328,Mohanlal,Sankar,Female,Maharashtra,Pune,Master,8/8/1997,1/20/2023,4/12/2024,Sales,Sales Consultant,344521,Good,No
00-57287718,Indrajit,Tak,Male,Maharashtra,Pune,High School,9/25/2001,7/24/2017,2/10/2022,Marketing,Content Creator,379642,Good,Yes
00-43638559,Romil,Basak,Male,Bihar,Bhagalpur,High School,8/6/1980,12/28/2022,6/26/2023,HR,Recruiter,338749,Good,No
00-98473848,Fateh,Mallick,Female,Maharashtra,Mumbai,High School,1/21/2002,10/6/2022,4/4/2023,Customer Service,Customer Service Representative,231994,Needs Improvement,No
00-23041121,Mahika,Raju,Female,Madhya Pradesh,Gwalior,High School,8/28/1982,10/15/2023,4/12/2024,Customer Service,Support Specialist,363133,Good,No
00-51464269,Mamooty,Soni,Male,Rajasthan,Udaipur,High School,10/25/1981,7/10/2023,1/6/2024,Operations,Inventory Specialist,352425,Good,No
00-58970845,Alisha,Kant,Male,Maharashtra,Mumbai,PhD,12/23/1978,4/19/2022,10/16/2022,Customer Service,Customer Service Manager,1334893,Good,Yes
00-53851498,Khushi,Kala,Female,Maharashtra,Mumbai,Bachelor,9/8/1990,4/22/2022,10/19/2022,Sales,Sales Specialist,330386,Good,No
00-27738187,Miraya,Balan,Female,Maharashtra,Pune,Bachelor,9/10/1973,8/10/2023,2/6/2024,Operations,Logistics Coordinator,430022,Good,Yes
00-77349752,Seher,Bawa,Male,Maharashtra,Nagpur,Bachelor,3/18/1974,12/11/2024,6/9/2025,Sales,Sales Specialist,531857,Satisfactory,No
00-74672520,Lakshay,Rattan,Male,Maharashtra,Pune,Bachelor,3/31/1990,3/18/2024,9/14/2024,Operations,Logistics Coordinator,502237,Satisfactory,Yes
00-55461591,Nitara,Baria,Female,Gujarat,Vadodara,Bachelor,8/10/1997,2/27/2023,8/26/2023,Operations,Logistics Coordinator,490798,Good,No
00-28892086,Jayant,Majumdar,Female,Maharashtra,Nagpur,Master,6/6/1974,1/28/2022,6/3/2024,Operations,Operations Analyst,418646,Satisfactory,No
00-63339667,Aarav,Jayaraman,Female,Rajasthan,Jaipur,High School,4/26/1974,6/13/2024,12/10/2024,Customer Service,Help Desk Technician,512490,Excellent,No
00-22120246,Kimaya,Keer,Female,Madhya Pradesh,Gwalior,Bachelor,2/16/1980,4/17/2023,10/14/2023,Customer Service,Customer Service Representative,235558,Satisfactory,Yes
00-82017516,Mehul,Dhawan,Female,Bihar,Gaya,Bachelor,5/21/1977,9/15/2016,12/20/2024,Finance,Accountant,587573,Good,No
00-45186708,Rati,Vasa,Male,Maharashtra,Pune,Bachelor,9/5/1987,6/14/2020,12/11/2020,Sales,Sales Consultant,492707,Good,No
00-24541967,Piya,Dada,Male,Madhya Pradesh,Indore,High School,7/4/1977,12/3/2022,6/1/2023,Marketing,Content Creator,344755,Good,No
00-93154172,Vedika,Sule,Male,Maharashtra,Mumbai,Bachelor,3/24/1985,8/16/2023,5/1/2024,Sales,Sales Representative,578314,Excellent,No
00-91883846,Nitara,Suri,Female,Maharashtra,Nagpur,High School,2/13/1984,12/6/2017,1/29/2021,Customer Service,Help Desk Technician,479355,Good,No
00-72312933,Aarna,Bhandari,Male,Madhya Pradesh,Gwalior,High School,3/22/1995,7/18/2023,6/26/2024,Customer Service,Support Specialist,332338,Excellent,No
00-64800542,Neelofar,Borde,Male,Madhya Pradesh,Indore,Master,6/5/1995,11/27/2016,6/2/2019,Operations,Operations Analyst,551269,Good,No
00-50851122,Hridaan,Banik,Male,Madhya Pradesh,Gwalior,Bachelor,5/12/1988,1/22/2024,7/20/2024,Sales,Sales Representative,463731,Satisfactory,No
